make,model,body_style,transmission_clean,drivetrain_clean,seller_type_clean,year,mileage_clean,bids_clean,is_manual,is_rwd,is_private_seller,is_high_mileage,sale_price,sold_status,title,auction_date,location,car_age
Audi,RS5,Coupe,Automatic,4WD/AWD,Dealer,2019.0,30900.0,31.0,0,0,0,0,42250.0,sold,2019 Audi RS5 Coupe,Ended January 29th at 4:41 AM,"Costa Mesa, CA 92627",7.0
Nissan,350Z,Convertible,Manual,RWD,Dealer,2004.0,61500.0,10.0,1,1,0,0,6600.0,sold,2004 Nissan 350Z Touring Roadster,"Ended November 29th, 2025 at 2:54 AM","Spring Valley, CA 91977",22.0
Ford,Explorer,SUV/Crossover,Manual,RWD,Private Party,1995.0,85000.0,52.0,1,1,1,0,7877.0,sold,1995 Ford Explorer XLT,"Ended October 28th, 2025 at 2:49 AM","Bakersfield, CA 93305",31.0
BMW,3 Series,Coupe,Manual,RWD,Private Party,1990.0,126000.0,13.0,1,1,1,1,13000.0,sold,1990 BMW 325i Coupe,Ended January 1st at 3:12 AM,"Vancouver, BC, Canada",36.0
Subaru,Legacy,Sedan,Manual,4WD/AWD,Private Party,2005.0,57100.0,2.0,1,0,1,0,10100.0,sold,2005 Subaru Legacy 2.5GT Limited Sedan,Ended February 11th at 3:22 AM,"Seattle, WA 98136",21.0
BMW,Z3,Convertible,Manual,RWD,Dealer,2000.0,48900.0,21.0,1,1,0,0,7600.0,sold,2000 BMW Z3 2.3i Roadster,"Ended November 1st, 2025 at 2:42 AM","San Diego, CA 92115",26.0
Audi,A5,Convertible,Automatic,4WD/AWD,Private Party,2012.0,132600.0,34.0,0,0,1,1,5551.0,sold,2012 Audi A5 2.0T Quattro Cabriolet Premium Plus,Ended January 6th at 4:36 AM,"Pompano Beach, Florida 33062",14.0
Saab,9-3,Convertible,Manual,FWD,Private Party,2003.0,161000.0,8.0,1,0,1,1,2500.0,sold,2003 Saab 9-3 SE Convertible,Ended February 10th at 3:10 AM,"Houston, TX 77071",23.0
Jaguar,XJ,Sedan,Automatic,4WD/AWD,Dealer,2017.0,75000.0,37.0,0,0,0,0,14700.0,sold,2017 Jaguar XJ R-Sport,Ended February 24th at 2:50 AM,"Homestead, FL 33032",9.0
Audi,A2,Hatchback,Manual,FWD,Private Party,2000.0,58200.0,6.0,1,0,1,0,9901.0,sold,2000 Audi A2,Ended February 14th at 2:29 AM,"San Diego, CA 92101",26.0
BMW,X3,SUV/Crossover,Automatic,4WD/AWD,Dealer,2014.0,110200.0,24.0,0,0,0,1,8300.0,sold,2014 BMW X3 xDrive35i,Ended February 11th at 4:22 AM,"Long Beach, CA 90806",12.0
Volkswagen,Golf R,Hatchback,Manual,4WD/AWD,Private Party,2016.0,63000.0,16.0,1,0,1,0,19000.0,sold,2016 Volkswagen Golf R,"Ended October 30th, 2025 at 3:38 AM","Westmoreland, NH 03467",10.0
Mazda,NC Miata,Convertible,Manual,RWD,Private Party,2008.0,42700.0,14.0,1,1,1,0,16250.0,sold,2008 Mazda MX-5 Miata Grand Touring,"Ended November 20th, 2025 at 3:22 AM","Long Beach, CA 90807",18.0
Land Rover,Freelander,SUV/Crossover,Automatic,4WD/AWD,Dealer,2003.0,48400.0,39.0,0,0,0,0,7600.0,sold,2003 Land Rover Freelander SE,"Ended October 22nd, 2025 at 2:31 AM","Aston, PA 19014",23.0
Porsche,981 Boxster,Convertible,Manual,RWD,Private Party,2014.0,28300.0,31.0,1,1,1,0,56000.0,sold,2014 Porsche Boxster S,"Ended December 10th, 2025 at 4:38 AM","Elizabethtown, KY 42701",12.0
Mercedes-Benz,E-Class,Sedan,Automatic,RWD,Dealer,2012.0,78900.0,10.0,0,1,0,0,8250.0,sold,2012 Mercedes-Benz E350 Sedan,"Ended December 18th, 2025 at 3:00 AM","Layton, UT 84041",14.0
Pontiac,Aztek,SUV/Crossover,Automatic,FWD,Private Party,2003.0,118700.0,5.0,0,0,1,1,3500.0,sold,2003 Pontiac Aztek,"Ended November 18th, 2025 at 4:42 AM","North Hills, CA 91343",23.0
Lexus,LS,Sedan,Automatic,RWD,Dealer,2002.0,152500.0,24.0,0,1,0,1,8200.0,sold,2002 Lexus LS 430,Ended February 12th at 3:12 AM,"Pompano Beach, FL 33060",24.0
BMW,5 Series,Sedan,Manual,RWD,Private Party,1997.0,85900.0,25.0,1,1,1,0,7000.0,sold,1997 BMW 540i Sedan,"Ended October 29th, 2025 at 2:14 AM","Annapolis, MD 21403",29.0
BMW,3 Series,Coupe,Manual,RWD,Private Party,1991.0,277900.0,33.0,1,1,1,1,29999.0,sold,1991 BMW 318is Coupe,Ended March 3rd at 2:38 AM,"Studio City, CA 91604",35.0
Mazda,RX-8,Coupe,Manual,RWD,Private Party,2008.0,39700.0,9.0,1,1,1,0,9000.0,sold,2008 Mazda RX-8,"Ended December 18th, 2025 at 2:55 AM","Titusville, FL 32780",18.0
BMW,3 Series,Sedan,Automatic,RWD,Private Party,2011.0,67600.0,46.0,0,1,1,0,16750.0,sold,2011 BMW 335d Sedan,"Ended November 18th, 2025 at 4:16 AM","Damascus, MD 20872",15.0
Fiat,500,Hatchback,Automatic,FWD,Dealer,2015.0,43600.0,38.0,0,0,0,0,5400.0,sold,2015 Fiat 500e,"Ended November 18th, 2025 at 2:50 AM","Winter Garden, FL 34787",11.0
Chevrolet,C7 Corvette,Coupe,Manual,RWD,Private Party,2014.0,34500.0,42.0,1,1,1,0,43750.0,sold,2014 Chevrolet Corvette Stingray Z51 Coupe Hennessey HPE650,Ended February 13th at 4:46 AM,"Laguna Beach, CA 92651",12.0
Volvo,V90,Wagon,Automatic,4WD/AWD,Private Party,2017.0,89400.0,52.0,0,0,1,0,21999.0,sold,2017 Volvo V90 Cross Country T6 AWD,Ended January 14th at 4:09 AM,"Denver, CO 80210",9.0
Tesla,Model S,Sedan,Automatic,RWD,Dealer,2016.0,70000.0,37.0,0,1,0,0,16000.0,sold,2016 Tesla Model S 75,"Ended November 1st, 2025 at 2:19 AM","Rancho Cucamonga, CA 91739",10.0
Honda,CR-Z,Hatchback,Manual,FWD,Private Party,2016.0,168100.0,22.0,1,0,1,1,7200.0,sold,2016 Honda CR-Z EX,Ended January 9th at 4:02 AM,"Winchester, MA 01890",10.0
Jaguar,F-Type,Convertible,Automatic,RWD,Private Party,2021.0,11400.0,27.0,0,1,1,0,37777.0,sold,2021 Jaguar F-Type Convertible,Ended February 21st at 3:30 AM,"Newington, CT 06111",5.0
Porsche,G Series/930 911,Convertible,Manual,RWD,Private Party,1978.0,165700.0,31.0,1,1,1,1,42750.0,sold,1978 Porsche 911SC Targa,"Ended December 18th, 2025 at 2:48 AM","Richmond, VA 23226",48.0
Saturn,Sky,Convertible,Manual,RWD,Private Party,2008.0,41000.0,28.0,1,1,1,0,10800.0,sold,2008 Saturn Sky Red Line,"Ended December 31st, 2025 at 2:52 AM","Fernandina Beach, FL 32034",18.0
Lexus,LX,SUV/Crossover,Automatic,4WD/AWD,Private Party,2014.0,120000.0,38.0,0,0,1,1,30000.0,sold,2014 Lexus LX 570,Ended January 8th at 4:47 AM,"Potomac, MD 20854",12.0
Mazda,NB Miata,Convertible,Manual,RWD,Private Party,1999.0,59900.0,21.0,1,1,1,0,8500.0,sold,1999 Mazda MX-5 Miata,"Ended November 27th, 2025 at 3:21 AM","Bluffton, SC 29910",27.0
Alfa Romeo,Giulia,Sedan,Automatic,RWD,Private Party,2017.0,63500.0,51.0,0,1,1,0,14400.0,sold,2017 Alfa Romeo Giulia Ti,Ended February 3rd at 3:24 AM,"Irvine, CA 92606",9.0
GMC,Sierra,Truck,Automatic,4WD/AWD,Dealer,2006.0,79600.0,19.0,0,0,0,0,16400.0,sold,2006 GMC Sierra 2500 HD 4x4,"Ended November 27th, 2025 at 3:08 AM","Buford, GA 30518",20.0
Ford,Mustang,Coupe,Manual,RWD,Dealer,2003.0,51900.0,18.0,1,1,0,0,25250.0,sold,2003 Ford Mustang SVT Cobra Coupe,"Ended December 16th, 2025 at 2:54 AM","Salem, OR 97301",23.0
Mercedes-Benz,S-Class,Sedan,Automatic,RWD,Dealer,2009.0,13700.0,45.0,0,1,0,0,17550.0,sold,2009 Mercedes-Benz S550,"Ended December 13th, 2025 at 4:47 AM","Garland, TX 75042",17.0
Porsche,997 911,Coupe,Manual,4WD/AWD,Private Party,2006.0,52900.0,20.0,1,0,1,0,48000.0,sold,2006 Porsche 911 Carrera 4 Coupe,"Ended November 19th, 2025 at 4:54 AM","Clinton, WA 98236",20.0
Chevrolet,C6 Corvette,Coupe,Manual,RWD,Private Party,2007.0,67700.0,25.0,1,1,1,0,21500.0,sold,2007 Chevrolet Corvette Coupe,"Ended October 24th, 2025 at 2:54 AM","Arlington, VA 22204",19.0
Tesla,Model S,Sedan,Automatic,4WD/AWD,Private Party,2021.0,53500.0,28.0,0,0,1,0,49500.0,sold,2021 Tesla Model S Plaid,"Ended October 30th, 2025 at 3:03 AM","Brooksville, FL 34609",5.0
Nissan,300ZX,Coupe,Manual,RWD,Private Party,1995.0,111100.0,21.0,1,1,1,1,14600.0,sold,1995 Nissan 300ZX Twin Turbo,"Ended October 17th, 2025 at 3:14 AM","Milpitas, CA 95035",31.0
Chevrolet,C7 Corvette,Convertible,Automatic,RWD,Dealer,2019.0,5900.0,48.0,0,1,0,0,160000.0,sold,2019 Chevrolet Corvette ZR1 Convertible,"Ended December 3rd, 2025 at 2:34 AM","Cincinnati, OH 45242",7.0
Porsche,Panamera,Sedan,Automatic,4WD/AWD,Dealer,2010.0,126700.0,60.0,0,0,0,1,22250.0,sold,2010 Porsche Panamera Turbo,"Ended November 19th, 2025 at 3:33 AM","Dublin, OH 43016",16.0
Toyota,Sequoia,SUV/Crossover,Automatic,4WD/AWD,Private Party,2004.0,159800.0,22.0,0,0,1,1,11000.0,sold,2004 Toyota Sequoia Limited 4x4,Ended February 17th at 4:15 AM,"San Jose, CA 95125",22.0
Mazda,NA Miata,Convertible,Manual,RWD,Private Party,1993.0,72600.0,45.0,1,1,1,0,8300.0,sold,1993 Mazda MX-5 Miata Limited Edition,"Ended December 5th, 2025 at 4:48 AM","Palmetto, FL 34221",33.0
Toyota,Pickup,Truck,Manual,4WD/AWD,Private Party,1980.0,13900.0,23.0,1,0,1,0,14000.0,sold,1980 Toyota Pickup 4x4,Ended February 18th at 3:02 AM,"Yuma, AZ 85364",46.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2002.0,157200.0,11.0,0,0,1,1,14000.0,sold,2002 Toyota Land Cruiser,"Ended December 23rd, 2025 at 4:46 AM","Aldie, VA 20105",24.0
Acura,RDX,SUV/Crossover,Automatic,4WD/AWD,Dealer,2008.0,15700.0,33.0,0,0,0,0,15750.0,sold,2008 Acura RDX,"Ended December 5th, 2025 at 4:32 AM","Orlando, FL 32820",18.0
Chevrolet,C4 Corvette,Coupe,Manual,RWD,Private Party,1996.0,65800.0,44.0,1,1,1,0,14100.0,sold,1996 Chevrolet Corvette Coupe Collector Edition,Ended February 4th at 3:40 AM,"Sandy, UT 84093",30.0
Mercedes-Benz,G Wagen,SUV/Crossover,Automatic,4WD/AWD,Dealer,2002.0,72000.0,21.0,0,0,0,0,43000.0,sold,2002 Mercedes-Benz G500,Ended February 13th at 2:45 AM,"Auburn, CA 95602",24.0
Mercedes-Benz,C-Class AMG,Sedan,Automatic,RWD,Private Party,2005.0,141100.0,5.0,0,1,1,1,8100.0,sold,2005 Mercedes-Benz C55 AMG,"Ended November 7th, 2025 at 3:14 AM","Rockville, MD 20853",21.0
Tesla,Model Y,SUV/Crossover,Automatic,4WD/AWD,Private Party,2022.0,42400.0,28.0,0,0,1,0,25500.0,sold,2022 Tesla Model Y Long Range AWD,"Ended December 3rd, 2025 at 4:21 AM","Philadelphia, PA 19125",4.0
MINI,Cooper Countryman,SUV/Crossover,Automatic,FWD,Dealer,2014.0,105400.0,19.0,0,0,0,1,5500.0,sold,2014 Mini Cooper S Countryman,"Ended October 30th, 2025 at 2:58 AM","Lake Elsinore, CA 92530",12.0
BMW,X5,SUV/Crossover,Automatic,4WD/AWD,Dealer,2012.0,107900.0,43.0,0,0,0,1,9601.0,sold,2012 BMW X5 xDrive50i,"Ended December 31st, 2025 at 4:57 AM","Lathrop, CA 95330",14.0
Volkswagen,Touareg,SUV/Crossover,Automatic,4WD/AWD,Dealer,2015.0,83500.0,36.0,0,0,0,0,22250.0,sold,2015 Volkswagen Touareg TDI Lux,Ended February 28th at 4:03 AM,"San Diego, CA 92127",11.0
Audi,S6,Sedan,Automatic,4WD/AWD,Dealer,2013.0,129800.0,23.0,0,0,0,1,12700.0,sold,2013 Audi S6 Prestige,Ended February 7th at 3:40 AM,"Union, NJ 07083",13.0
BMW,Z4,Convertible,Manual,RWD,Dealer,2008.0,44400.0,21.0,1,1,0,0,15100.0,sold,2008 BMW Z4 3.0si Roadster,"Ended December 4th, 2025 at 4:31 AM","Fort Lauderdale, FL 33314",18.0
Ford,GPW,SUV/Crossover,Manual,4WD/AWD,Private Party,1945.0,87200.0,51.0,1,0,1,0,25250.0,sold,1945 Ford GPW,"Ended December 13th, 2025 at 3:03 AM","Orinda, CA 94563",81.0
Porsche,G Series/930 911,Coupe,Manual,RWD,Private Party,1975.0,10800.0,89.0,1,1,1,0,92500.0,sold,1975 Porsche 911S Coupe,"Ended October 28th, 2025 at 4:17 AM","Sherbrooke, QC, Canada",51.0
Maserati,Quattroporte,Sedan,Automatic,RWD,Dealer,2005.0,34700.0,44.0,0,1,0,0,10900.0,sold,2005 Maserati Quattroporte,"Ended October 25th, 2025 at 3:38 AM","Orlando, FL 32820",21.0
Audi,R8,Coupe,Automatic,4WD/AWD,Private Party,2020.0,22600.0,60.0,0,0,1,0,151500.0,sold,2020 Audi R8 V10 Coupe,Ended February 24th at 2:33 AM,"Tampa, FL 33629",6.0
Ford,Focus,Hatchback,Manual,FWD,Private Party,2014.0,102700.0,21.0,1,0,1,1,8200.0,sold,2014 Ford Focus ST,"Ended December 24th, 2025 at 2:39 AM","Naples, FL 34120",12.0
Toyota,4Runner,SUV/Crossover,Automatic,4WD/AWD,Private Party,2015.0,141100.0,31.0,0,0,1,1,29000.0,sold,2015 Toyota 4Runner Trail 4x4,Ended February 25th at 2:53 AM,"Encinitas, CA 92024",11.0
Maserati,Levante,SUV/Crossover,Automatic,4WD/AWD,Private Party,2022.0,9300.0,23.0,0,0,1,0,41000.0,sold,2022 Maserati Levante Modena,"Ended December 16th, 2025 at 4:57 AM","Collingswood, NJ 08108",4.0
Autozam,AZ-1,Coupe,Manual,RWD,Private Party,1994.0,63400.0,42.0,1,1,1,0,32250.0,sold,1994 Autozam AZ-1 M2-1015,"Ended October 22nd, 2025 at 1:46 AM","Elkhorn, NE 68022",32.0
Lexus,GX,SUV/Crossover,Automatic,4WD/AWD,Private Party,2009.0,200200.0,44.0,0,0,1,1,12750.0,sold,2009 Lexus GX 470,"Ended October 31st, 2025 at 2:42 AM","Epping, NH 03042",17.0
Toyota,Tacoma,Truck,Automatic,4WD/AWD,Private Party,2013.0,104200.0,62.0,0,0,1,1,20138.0,sold,2013 Toyota Tacoma TRD Sport Double Cab 4x4,Ended February 20th at 3:55 AM,"State College, PA 16803",13.0
Toyota,4Runner,SUV/Crossover,Automatic,4WD/AWD,Private Party,2006.0,85700.0,30.0,0,0,1,0,25000.0,sold,2006 Toyota 4Runner Sport Edition 4x4,"Ended November 19th, 2025 at 3:52 AM","Oceanside, CA 92054",20.0
Subaru,BRZ,Coupe,Manual,RWD,Private Party,2022.0,36900.0,38.0,1,1,1,0,23000.0,sold,2022 Subaru BRZ Premium,"Ended December 12th, 2025 at 3:22 AM","Hialeah, FL 33015",4.0
Jeep,Wrangler,SUV/Crossover,Automatic,4WD/AWD,Private Party,2021.0,57400.0,43.0,0,0,1,0,33250.0,sold,2021 Jeep Wrangler Unlimited Rubicon 4x4,Ended January 14th at 3:46 AM,"Newark, CA 94560",5.0
Porsche,928,Coupe,Manual,RWD,Private Party,1993.0,37400.0,37.0,1,1,1,0,96000.0,sold,1993 Porsche 928 GTS,"Ended November 8th, 2025 at 5:03 AM","San Carlos, CA 94070",33.0
Jaguar,XF,Sedan,Automatic,RWD,Dealer,2010.0,77500.0,25.0,0,1,0,0,6300.0,sold,2010 Jaguar XF,"Ended November 25th, 2025 at 3:21 AM","Ronkonkoma, NY 11779",16.0
Mercedes-Benz,S-Class AMG,Sedan,Automatic,RWD,Dealer,2011.0,142300.0,21.0,0,1,0,1,9703.0,sold,2011 Mercedes-Benz S63 AMG,Ended January 21st at 4:57 AM,"Kissimmee, FL 34744",15.0
Toyota,Corolla,Sedan,Automatic,FWD,Private Party,2005.0,12300.0,30.0,0,0,1,0,11100.0,sold,2005 Toyota Corolla LE,Ended January 16th at 3:33 AM,"Zephyrhills, FL 33541",21.0
Ford,Sierra,Sedan,Manual,RWD,Private Party,1990.0,59500.0,27.0,1,1,1,0,42000.0,sold,1990 Ford Sierra RS Cosworth Sapphire,"Ended December 11th, 2025 at 2:43 AM","Orlando, FL 32827",36.0
Audi,S6,Wagon,Automatic,4WD/AWD,Private Party,2002.0,63000.0,34.0,0,0,1,0,16500.0,sold,2002 Audi S6 Avant,"Ended October 18th, 2025 at 3:53 AM","Reno, NV 89502",24.0
Cadillac,Escalade,SUV/Crossover,Automatic,4WD/AWD,Private Party,2021.0,43700.0,29.0,0,0,1,0,65000.0,sold,2021 Cadillac Escalade 4WD Sport Platinum,"Ended December 9th, 2025 at 4:24 AM","Dallas, TX 75244",5.0
BMW,3 Series,Sedan,Automatic,RWD,Private Party,2010.0,77100.0,27.0,0,1,1,0,7300.0,sold,2010 BMW 328i Sedan,"Ended October 22nd, 2025 at 3:37 AM","Madison, NJ 07940",16.0
Honda,S2000,Convertible,Manual,RWD,Dealer,1999.0,86300.0,11.0,1,1,0,0,23966.0,sold,1999 Honda S2000,Ended January 14th at 3:36 AM,"Tacoma, WA 98409",27.0
Mercedes-Benz,S-Class AMG,Sedan,Automatic,4WD/AWD,Private Party,2015.0,78100.0,25.0,0,0,1,0,39205.0,sold,2015 Mercedes-Benz S63 AMG Sedan,Ended January 9th at 2:48 AM,"Oviedo, FL 32765",11.0
Lexus,GX,SUV/Crossover,Automatic,4WD/AWD,Private Party,2020.0,116900.0,12.0,0,0,1,1,28500.0,sold,2020 Lexus GX 460,"Ended December 24th, 2025 at 3:43 AM","Charlotte, NC 28269",6.0
Audi,RS5,Sedan,Automatic,4WD/AWD,Private Party,2019.0,41100.0,51.0,0,0,1,0,44500.0,sold,2019 Audi RS5 Sportback,Ended January 8th at 5:03 AM,"Potomac, MD 20854",7.0
Toyota,Land Cruiser,SUV/Crossover,Automatic,4WD/AWD,Private Party,2002.0,278400.0,17.0,0,0,1,1,7500.0,sold,2002 Toyota Land Cruiser,"Ended November 13th, 2025 at 3:47 AM","Brooklyn, NY 11215",24.0
Porsche,Cayenne,SUV/Crossover,Automatic,4WD/AWD,Dealer,2009.0,65400.0,40.0,0,0,0,0,14200.0,sold,2009 Porsche Cayenne S,Ended February 6th at 4:12 AM,"Dublin, OH 43016",17.0
Chevrolet,Pickup,Truck,Automatic,RWD,Private Party,1938.0,80600.0,20.0,0,1,1,0,12100.0,sold,1938 Chevrolet Pickup,Ended February 26th at 2:57 AM,"Redding, CA 96001",88.0
Porsche,928,Coupe,Manual,RWD,Private Party,1980.0,143300.0,25.0,1,1,1,1,9700.0,sold,1980 Porsche 928,Ended February 13th at 3:22 AM,"El Paso, TX 79922",46.0
Alfa Romeo,Stelvio,SUV/Crossover,Automatic,4WD/AWD,Dealer,2022.0,29700.0,42.0,0,0,0,0,23000.0,sold,2022 Alfa Romeo Stelvio Veloce Q4,Ended January 29th at 4:27 AM,"Alpharetta, GA 30004",4.0
BMW,6 Series,Sedan,Automatic,4WD/AWD,Private Party,2017.0,58800.0,45.0,0,0,1,0,26500.0,sold,2017 BMW 650i xDrive Gran Coupe,Ended February 13th at 2:53 AM,"Naperville, IL 60564",9.0
BMW,2 Series,Coupe,Manual,RWD,Private Party,2015.0,57900.0,33.0,1,1,1,0,19750.0,sold,2015 BMW M235i Coupe,Ended February 10th at 3:19 AM,"Fremont, CA 94538",11.0
Maserati,GranTurismo,Coupe,Automatic,RWD,Private Party,2010.0,17200.0,24.0,0,1,1,0,20350.0,sold,2010 Maserati GranTurismo S,"Ended October 31st, 2025 at 2:10 AM","Marietta, GA 30062",16.0
Cadillac,CTS-V,Sedan,Manual,RWD,Private Party,2006.0,75200.0,40.0,1,1,1,0,16800.0,sold,2006 Cadillac CTS-V,"Ended October 15th, 2025 at 3:08 AM","Traverse City, MI 49686",20.0
BMW,3 Series,Wagon,Automatic,4WD/AWD,Private Party,2014.0,67000.0,33.0,0,0,1,0,15555.0,sold,2014 BMW 328i xDrive Sports Wagon,Ended February 10th at 4:43 AM,"Fort Myers, FL 33913",12.0
Porsche,Taycan,Sedan,Automatic,4WD/AWD,Private Party,2021.0,25200.0,31.0,0,0,1,0,57000.0,sold,2021 Porsche Taycan 4S,"Ended October 15th, 2025 at 3:52 AM","Beaver, PA 15009",5.0
Lexus,SC,Convertible,Automatic,RWD,Private Party,2002.0,6800.0,32.0,0,1,1,0,28000.0,sold,2002 Lexus SC 430,"Ended November 25th, 2025 at 4:02 AM","Watkinsville, GA 30677",24.0
Cadillac,Eldorado,Coupe,Automatic,FWD,Private Party,1988.0,50600.0,14.0,0,0,1,0,5100.0,sold,1988 Cadillac Eldorado Biarritz,Ended January 24th at 5:30 AM,"Kingman, AZ 86409",38.0
Mercedes-Benz,E-Class,Sedan,Automatic,4WD/AWD,Private Party,2011.0,133800.0,48.0,0,0,1,1,9800.0,sold,2011 Mercedes-Benz E550 4Matic Sedan,Ended January 1st at 2:46 AM,"Wallingford, CT 06492",15.0
Porsche,Panamera,Wagon,Automatic,4WD/AWD,Private Party,2018.0,48200.0,13.0,0,0,1,0,73500.0,sold,2018 Porsche Panamera Turbo S E-Hybrid Sport Turismo,Ended March 3rd at 2:59 AM,"Canyon Country, CA 91351",8.0
Toyota,Celsior,Sedan,Automatic,RWD,Private Party,2000.0,84200.0,46.0,0,1,1,0,8300.0,sold,2000 Toyota Celsior,Ended February 14th at 4:14 AM,"East Haven, CT 06512",26.0
Lotus,Esprit,Coupe,Manual,RWD,Private Party,1998.0,300.0,41.0,1,1,1,0,52166.0,sold,1998 Lotus Esprit V8,"Ended November 13th, 2025 at 2:47 AM","Largo, FL 33773",28.0
BMW,X5,SUV/Crossover,Automatic,4WD/AWD,Dealer,2012.0,145400.0,13.0,0,0,0,1,5010.0,sold,2012 BMW X5 xDrive35d,"Ended October 23rd, 2025 at 3:36 AM","Northbrook, IL 60062",14.0
Honda,Civic,Coupe,Manual,FWD,Private Party,1997.0,184700.0,29.0,1,0,1,1,9100.0,sold,1997 Honda Civic Coupe,"Ended October 22nd, 2025 at 3:22 AM","Toms River, NJ 08753",29.0
Porsche,996 911,Convertible,Manual,RWD,Private Party,2001.0,56800.0,42.0,1,1,1,0,25050.0,sold,2001 Porsche 911 Carrera Cabriolet,Ended January 10th at 4:52 AM,"Vancouver, WA 98662",25.0
Porsche,986 Boxster,Convertible,Manual,RWD,Private Party,2003.0,94000.0,46.0,1,1,1,0,20750.0,sold,2003 Porsche Boxster S,"Ended November 14th, 2025 at 2:24 AM","San Diego, CA 92103",23.0
Mercedes-Benz,S-Class,Sedan,Automatic,RWD,Private Party,1998.0,219300.0,31.0,0,1,1,1,8800.0,sold,1998 Mercedes-Benz S500,"Ended November 1st, 2025 at 3:43 AM","Vallejo, CA 94591",28.0
Subaru,BRZ,Coupe,Manual,RWD,Private Party,2016.0,31700.0,47.0,1,1,1,0,17500.0,sold,2016 Subaru BRZ Limited,"Ended November 14th, 2025 at 3:59 AM","Garner, NC 27529",10.0
Tesla,Cybertruck,Truck,Automatic,4WD/AWD,Private Party,2024.0,10600.0,21.0,0,0,1,0,66500.0,sold,2024 Tesla Cybertruck Foundation Series,"Ended November 7th, 2025 at 4:10 AM","Encinitas, CA 92007",2.0
Subaru,Legacy,Wagon,Automatic,FWD,Dealer,1993.0,110500.0,21.0,0,0,0,1,4640.0,sold,1993 Subaru Legacy L Wagon,Ended February 18th at 3:15 AM,"Tempe, AZ 85282",33.0
Tesla,Model S,Sedan,Automatic,4WD/AWD,Private Party,2022.0,53200.0,27.0,0,0,1,0,41250.0,sold,2022 Tesla Model S Long Range,Ended January 14th at 3:06 AM,"Visalia, CA 93292",4.0
Mercedes-Benz,C-Class AMG,Coupe,Automatic,RWD,Private Party,2017.0,52800.0,32.0,0,1,1,0,34250.0,sold,2017 Mercedes-AMG C63 Coupe,Ended February 10th at 4:28 AM,"Sunnyvale, CA 94086",9.0
Ford,Focus,Hatchback,Manual,FWD,Private Party,2013.0,53800.0,43.0,1,0,1,0,12200.0,sold,2013 Ford Focus ST,Ended January 17th at 3:29 AM,"Maplewood, NJ 07040",13.0
Ford,Focus,Hatchback,Manual,FWD,Private Party,2013.0,112700.0,28.0,1,0,1,1,8200.0,sold,2013 Ford Focus ST,"Ended November 6th, 2025 at 4:00 AM","Frisco, TX 75034",13.0
Lincoln,Town Car,Sedan,Automatic,RWD,Dealer,1999.0,91800.0,13.0,0,1,0,0,5000.0,sold,1999 Lincoln Town Car Signature,Ended January 28th at 2:48 AM,"Rome, GA 30165",27.0
Ferrari,F430,Convertible,Automatic,RWD,Private Party,2007.0,29200.0,11.0,0,1,1,0,114000.0,sold,2007 Ferrari F430 Spider,"Ended October 29th, 2025 at 1:30 AM","West Chester, PA 19380",19.0
Lexus,LX,SUV/Crossover,Automatic,4WD/AWD,Dealer,1997.0,206500.0,15.0,0,0,0,1,22000.0,sold,1997 Lexus LX 450,"Ended December 31st, 2025 at 4:30 AM","Opa Locka, FL 33054",29.0
Jeep,Grand Cherokee,SUV/Crossover,Automatic,4WD/AWD,Private Party,2006.0,176200.0,27.0,0,0,1,1,8500.0,sold,2006 Jeep Grand Cherokee SRT8,Ended January 31st at 4:04 AM,"West Babylon, NY 11704",20.0
BMW,2 Series,Coupe,Manual,RWD,Private Party,2016.0,79800.0,22.0,1,1,1,0,13450.0,sold,2016 BMW 228i Coupe,Ended February 6th at 3:19 AM,"Irvine, CA 92612",10.0
Porsche,986 Boxster,Convertible,Manual,RWD,Dealer,2000.0,71400.0,34.0,1,1,0,0,15000.0,sold,2000 Porsche Boxster S,"Ended October 24th, 2025 at 1:52 AM","Roswell, GA 30075",26.0
Land Rover,Discovery,SUV/Crossover,Automatic,4WD/AWD,Private Party,2003.0,101500.0,29.0,0,0,1,1,5900.0,sold,2003 Land Rover Discovery II SE,Ended February 11th at 3:47 AM,"Pompano Beach, FL 33060",23.0
BMW,F10 M5,Sedan,Automatic,RWD,Private Party,2013.0,95600.0,4.0,0,1,1,0,16000.0,sold,2013 BMW M5,Ended February 25th at 4:14 AM,"Lubbock, TX 79424",13.0
MINI,Cooper,Hatchback,Manual,FWD,Private Party,2006.0,136200.0,16.0,1,0,1,1,5100.0,sold,2006 Mini Cooper S,Ended February 13th at 4:10 AM,"Catonsville, MD 21228",20.0
Jaguar,F-Type,Coupe,Automatic,4WD/AWD,Private Party,2022.0,11400.0,55.0,0,0,1,0,74500.0,sold,2022 Jaguar F-Type R Coupe,"Ended November 6th, 2025 at 4:44 AM","Westport, CT 06880",4.0
Honda,S2000,Convertible,Manual,RWD,Private Party,2001.0,76500.0,36.0,1,1,1,0,25000.0,sold,2001 Honda S2000,"Ended November 15th, 2025 at 4:59 AM","Woodhaven, NY 11421",25.0
